0.52379938,0.11750753,0.05500586,0.08249901,0.27094136,0.37067979,0.41226285,0.07608165,0.17657655,0.11191889
0.37652329,0.4537487,0.00530719,0.07567454,0.24496533,0.31797659,0.17715422,0.22677971,0.29282914,0.1025995
0.58203674,0.58869758,0.0680501,0.06353426,0.33716392,0.23463782,0.13246105,0.07901491,0.30424831,0.34149041
0.5824949,0.61081225,0.10724562,0.29247241,0.16356031,0.32081625,0.39029163,0.23555593,0.30851207,0.33094086
0.54660014,0.13207707,0.04557966,0.10102863,0.07393759,0.19311635,0.1353505,0.13339208,0.24070533,0.24593287
0.42956334,0.24665492,0.05339556,0.28226328,0.24441062,0.3436524,0.15989853,0.26873804,0.09902075,0.25178218
0.64633317,0.54799983,0.11138995,0.21169199,0.30285558,0.41039996,0.18016683,0.05963007,0.14463591,0.20709635
0.373844,0.7600368,0.17527353,0.10810981,0.2466316,0.25825276,0.42009166,0.18765556,0.12946405,0.198651
0.49647885,0.28391913,0.1169172,0.27139041,0.16982015,0.1877283,0.44913816,0.20285789,0.07727282,0.11884655
0.3383772,0.53921223,0.15841587,0.13820479,0.06905831,0.25264771,0.44864248,0.2087343,0.34132351,0.44431188
0.30401836,0.60450527,0.13634207,0.17035169,0.13004756,0.35638472,0.13904326,0.18042958,0.18611711,0.48152637
0.60654853,0.28437234,0.10011722,0.07002253,0.32378835,0.44820743,0.20445568,0.24168485,0.23269106,0.16113571
0.56687878,0.47756532,0.1557253,0.16849903,0.05017157,0.22966242,0.10681686,0.32872958,0.31361656,0.43266621
0.40762994,0.14054762,0.17560192,0.28514584,0.07569604,0.29439619,0.12422438,0.27818065,0.27975033,0.15135659
0.46634883,0.48486252,0.05301133,0.26428125,0.17694138,0.18471928,0.28875363,0.26897932,0.11034532,0.22468652
0.64830227,0.55491464,0.08762002,0.16492124,0.08630126,0.18987893,0.21832995,0.22649262,0.11903442,0.18808695
0.32484758,0.54177207,0.04578836,0.2735176,0.30789062,0.12834294,0.18330162,0.25069333,0.11427104,0.15292474
0.62742998,0.49973017,0.09453421,0.23969344,0.2922491,0.17616397,0.13392578,0.17931535,0.17707359,0.28680987
0.55517655,0.57135518,0.19683304,0.047557,0.17078638,0.23572104,0.40158539,0.1245969,0.10706267,0.27944542
0.44765857,0.2949816,0.04996129,0.27851437,0.18293922,0.44453964,0.29261386,0.0651765,0.34978474,0.43441103
0.63914869,0.74845689,0.16973915,0.06656711,0.19569234,0.18549892,0.2403641,0.06759062,0.16369194,0.49412354
0.39282107,0.64884942,0.09100167,0.1384421,0.33719529,0.49816908,0.29451891,0.26552248,0.09643905,0.21868313
0.63904828,0.5054262,0.10843904,0.22943316,0.06714958,0.33367104,0.27599763,0.30581597,0.09722982,0.48431156
0.32803901,0.23007747,0.11900702,0.20905952,0.12056117,0.14795465,0.41160056,0.1238646,0.22835575,0.3477526
0.44672872,0.5085706,0.10455654,0.28171775,0.11127776,0.38647672,0.18354008,0.16873575,0.25150707,0.21999883
0.41066202,0.62630514,0.01450862,0.14831995,0.34953633,0.49843858,0.12564125,0.11394629,0.12956012,0.47330375
0.60830246,0.71548917,0.07390542,0.06416911,0.30012349,0.38141597,0.31408722,0.34616992,0.2461929,0.10312924
0.58598645,0.30956513,0.13267774,0.2829004,0.09028733,0.14617147,0.13746259,0.21596709,0.13170446,0.34193193
0.55116427,0.24251812,0.12684759,0.09391549,0.19655956,0.4621346,0.3961363,0.07768954,0.17707273,0.21067209
0.30124099,0.63978346,0.12742268,0.09334747,0.27236927,0.32067217,0.24969042,0.05290091,0.07257316,0.45324256
0.616375,0.4819132,0.166919,0.18310268,0.09442814,0.15097821,0.20789042,0.31969445,0.28883669,0.44428103
0.61462362,0.24705358,0.04990595,0.04878221,0.28403487,0.45365388,0.24223209,0.23619845,0.096366,0.47195241
0.60261199,0.78334422,0.16215434,0.26679654,0.05743591,0.39462579,0.21626491,0.32924477,0.29067054,0.44562561
0.58376226,0.286764,0.1574749,0.05026678,0.31165003,0.4434373,0.1778518,0.29497598,0.18809097,0.22207635
0.57837092,0.25931684,0.00473289,0.07407634,0.14847859,0.44574118,0.43841119,0.1337375,0.24244452,0.25987135
0.64340239,0.47535101,0.18784743,0.05229569,0.34112018,0.17142713,0.43688701,0.12963991,0.08252076,0.2738255
0.55499077,0.31957412,0.12124177,0.16319846,0.16555863,0.33063522,0.18915288,0.26263559,0.05050738,0.47023007
0.4884582,0.603601,0.14839002,0.20777598,0.15926644,0.12798952,0.33248319,0.14906001,0.14417469,0.43920611
0.55191399,0.31022559,0.06185693,0.13435001,0.17072012,0.21826208,0.14455073,0.1761339,0.3321091,0.37092718
0.61598194,0.53086044,0.06018997,0.17342242,0.05012178,0.21476549,0.25046085,0.22399543,0.24641169,0.28599528
0.45475593,0.24959098,0.09463724,0.27233063,0.28880743,0.16787656,0.12967844,0.2046356,0.23988226,0.2340753
0.58644821,0.6257967,0.13455913,0.08289939,0.10973898,0.10977016,0.18569489,0.1925409,0.30492131,0.12913129
0.44505435,0.54083577,0.03888705,0.21497919,0.19831315,0.19759378,0.3296203,0.05166345,0.27528934,0.40801848
0.33730555,0.39760234,0.03517734,0.28823049,0.20538733,0.12008735,0.1872194,0.3045009,0.18693855,0.42056664
0.53365221,0.79152472,0.11909046,0.28601109,0.31742778,0.34506093,0.35174589,0.20143345,0.29917075,0.31914878
0.61402284,0.62055881,0.09493489,0.09257363,0.12417192,0.35506457,0.36803479,0.20638994,0.23802453,0.20983898
0.32711917,0.30000971,0.05434302,0.10951868,0.21204567,0.15534962,0.18094152,0.25818494,0.26192574,0.12569154
0.44265978,0.4798278,0.08315485,0.07791363,0.17604306,0.46193539,0.30442779,0.2586569,0.30701961,0.40623783
